strategy,model,timestamp,task_id,status,pass_1st_round,rounds_to_pass,total_rounds,failed_test
multiagent,deepseek-coder:1.3b,20260726T012244Z,133,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,135,fail_assert,False,,4,assert hexagonal_num(10) == 190
multiagent,deepseek-coder:1.3b,20260726T012244Z,137,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,139,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,140,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,141,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,142,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,145,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,162,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,163,fail_assert,False,,4,"assert math.isclose(area_polygon(4, 20), 400., rel_tol=0.001)"
multiagent,deepseek-coder:1.3b,20260726T012244Z,166,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,167,fail_assert,False,,4,assert next_power_of_2(5) == 8
multiagent,deepseek-coder:1.3b,20260726T012244Z,168,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,222,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,226,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,232,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,235,fail_assert,False,,4,assert even_bit_set_number(10) == 10
multiagent,deepseek-coder:1.3b,20260726T012244Z,237,fail_assert,False,,4,"assert check_occurences([(3, 1), (1, 3), (2, 5), (5, 2), (6, 3)] ) == {(1, 3): 2, (2, 5): 2, (3, 6): 1}"
multiagent,deepseek-coder:1.3b,20260726T012244Z,239,fail_assert,False,,4,"assert get_total_number_of_sequences(10, 4) == 4"
multiagent,deepseek-coder:1.3b,20260726T012244Z,248,fail_assert,False,,4,"assert math.isclose(harmonic_sum(7), 2.5928571428571425, rel_tol=0.001)"
multiagent,deepseek-coder:1.3b,20260726T012244Z,252,pass,False,2,2,
multiagent,deepseek-coder:1.3b,20260726T012244Z,257,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,261,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,262,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,267,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,270,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,271,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,272,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,277,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,283,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,285,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,292,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,295,fail_assert,False,,4,assert sum_div(8)==7
multiagent,deepseek-coder:1.3b,20260726T012244Z,306,fail_assert,False,,4,"assert max_sum_increasing_subseq([1, 101, 2, 3, 100, 4, 5 ], 7, 4, 6) == 11"
multiagent,deepseek-coder:1.3b,20260726T012244Z,309,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,310,fail_assert,False,,4,"assert string_to_tuple(""python 3.0"")==('p', 'y', 't', 'h', 'o', 'n', '3', '.', '0')"
multiagent,deepseek-coder:1.3b,20260726T012244Z,312,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,392,error_runtime,False,,4,assert get_max_sum(60) == 106
multiagent,deepseek-coder:1.3b,20260726T012244Z,398,error_runtime,False,,4,"assert sum_of_digits([[10,20,4,5,'b',70,'a']])==19"
multiagent,deepseek-coder:1.3b,20260726T012244Z,399,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,401,fail_assert,False,,4,"assert add_nested_tuples(((1, 3), (4, 5), (2, 9), (1, 10)), ((6, 7), (3, 9), (1, 1), (7, 3))) == ((7, 10), (7, 14), (3, 10), (8, 13))"
multiagent,deepseek-coder:1.3b,20260726T012244Z,405,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,408,fail_assert,False,,4,"assert k_smallest_pairs([1,3,7],[2,4,6],7)==[[1, 2], [1, 4], [3, 2], [1, 6], [3, 4], [3, 6], [7, 2]]"
multiagent,deepseek-coder:1.3b,20260726T012244Z,410,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,412,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,414,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,417,fail_assert,False,,4,"assert group_tuples([('x', 'y'), ('x', 'z'), ('w', 't')]) == [('x', 'y', 'z'), ('w', 't')]"
multiagent,deepseek-coder:1.3b,20260726T012244Z,418,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,419,pass,False,4,4,
multiagent,deepseek-coder:1.3b,20260726T012244Z,420,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,422,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,429,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,430,fail_assert,False,,4,"assert parabola_directrix(5,3,2)==-198"
multiagent,deepseek-coder:1.3b,20260726T012244Z,431,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,435,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,439,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,447,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,453,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,454,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,455,pass,False,3,3,
multiagent,deepseek-coder:1.3b,20260726T012244Z,457,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,458,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,461,fail_assert,False,,4,assert upper_ctr('PYthon') == 1
multiagent,deepseek-coder:1.3b,20260726T012244Z,465,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,474,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,477,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,557,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,560,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,563,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,564,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,567,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,568,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,579,fail_assert,False,,4,"assert find_dissimilar((21, 11, 25, 26), (26, 34, 21, 36)) == (34, 36, 11, 25)"
multiagent,deepseek-coder:1.3b,20260726T012244Z,580,fail_assert,False,,4,"assert extract_even((4, 5, (7, 6, (2, 4)), 6, 8)) == (4, (6, (2, 4)), 6, 8)"
multiagent,deepseek-coder:1.3b,20260726T012244Z,581,fail_assert,False,,4,"assert surface_Area(3,4) == 33"
multiagent,deepseek-coder:1.3b,20260726T012244Z,586,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,589,pass,False,2,2,
multiagent,deepseek-coder:1.3b,20260726T012244Z,590,fail_assert,False,,4,"assert polar_rect(3,4)==((5.0, 0.9272952180016122), (-2+2.4492935982947064e-16j))"
multiagent,deepseek-coder:1.3b,20260726T012244Z,591,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,592,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,596,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,600,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,602,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,604,fail_assert,False,,4,"assert reverse_words(""python program"")==(""program python"")"
multiagent,deepseek-coder:1.3b,20260726T012244Z,606,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,607,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,617,fail_assert,False,,4,"assert min_Jumps((3,4),11)==3.5"
multiagent,deepseek-coder:1.3b,20260726T012244Z,618,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,622,fail_assert,False,,4,"assert get_median([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) == 16.0"
multiagent,deepseek-coder:1.3b,20260726T012244Z,627,fail_assert,False,,4,"assert find_First_Missing([2,3,5,8,9]) == 0"
multiagent,deepseek-coder:1.3b,20260726T012244Z,631,fail_assert,False,,4,assert replace_spaces('The_Avengers') == 'The Avengers'
multiagent,deepseek-coder:1.3b,20260726T012244Z,638,fail_assert,False,,4,"assert wind_chill(120,35)==40"
multiagent,deepseek-coder:1.3b,20260726T012244Z,639,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,640,fail_assert,False,,4,"assert remove_parenthesis([""python (chrome)""])==(""python"")"
multiagent,deepseek-coder:1.3b,20260726T012244Z,644,fail_assert,False,,4,"assert reverse_Array_Upto_K([1, 2, 3, 4, 5, 6],4) == [4, 3, 2, 1, 5, 6]"
multiagent,deepseek-coder:1.3b,20260726T012244Z,722,fail_assert,False,,4,"assert filter_data({'Cierra Vega': (6.2, 70), 'Alden Cantrell': (5.9, 65), 'Kierra Gentry': (6.0, 68), 'Pierre Cox': (5.8, 66)},6.0,70)=={'Cierra Vega': (6.2, 70)}"
multiagent,deepseek-coder:1.3b,20260726T012244Z,723,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,724,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,726,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,730,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,733,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,734,fail_assert,False,,4,"assert sum_Of_Subarray_Prod([1,2,3]) == 20"
multiagent,deepseek-coder:1.3b,20260726T012244Z,735,fail_assert,False,,4,assert toggle_middle_bits(9) == 15
multiagent,deepseek-coder:1.3b,20260726T012244Z,736,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,738,fail_assert,False,,4,assert geometric_sum(7) == 1.9921875
multiagent,deepseek-coder:1.3b,20260726T012244Z,740,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,741,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,744,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,745,pass,False,4,4,
multiagent,deepseek-coder:1.3b,20260726T012244Z,752,fail_assert,False,,4,assert jacobsthal_num(5) == 11
multiagent,deepseek-coder:1.3b,20260726T012244Z,759,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,762,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,763,pass,False,2,2,
multiagent,deepseek-coder:1.3b,20260726T012244Z,769,fail_assert,False,,4,"assert (Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35])) == [10, 20, 30, 15]"
multiagent,deepseek-coder:1.3b,20260726T012244Z,770,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,771,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,772,fail_assert,False,,4,"assert remove_length('The person is most value tet', 3) == 'person is most value'"
multiagent,deepseek-coder:1.3b,20260726T012244Z,773,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,783,fail_assert,False,,4,"assert rgb_to_hsv(255, 255, 255)==(0, 0.0, 100.0)"
multiagent,deepseek-coder:1.3b,20260726T012244Z,796,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,797,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,798,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,800,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,801,fail_assert,False,,4,"assert test_three_equal(1,2,2) == 2"
multiagent,deepseek-coder:1.3b,20260726T012244Z,803,pass,True,1,1,
multiagent,deepseek-coder:1.3b,20260726T012244Z,805,pass,True,1,1,
